tipo_contribuyente,monto_impuesto,monto_pagado,deuda_acumulada,anios_moroso,frecuencia_pago,meses_retraso_promedio,num_notificaciones,respondio_notificacion,fraccionamiento,ultimo_pago,nivel_riesgo
Persona natural,122.85,122.85,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,142.55,0.0,430.42,2,Con retraso,1.9,3,Si,No,2024,Medio
Persona natural,205.34,205.34,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,240.07,240.07,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,228.64,228.64,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,148.79,148.79,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,290.52,290.52,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,244.96,244.96,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,206.41,206.41,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,218.46,218.46,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,178.12,178.12,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,142.02,142.02,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,164.75,164.75,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,249.15,249.15,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,93.02,93.02,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona juridica,285.95,0.0,895.9,3,Nunca paga,6.9,3,Si,No,2024,Alto
Persona natural,99.66,99.66,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,98.55,98.55,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,269.65,0.0,958.7,1,Nunca paga,13.4,5,No,No,2024,Alto
Persona natural,237.77,237.77,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,189.58,189.58,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,110.55,110.55,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,193.24,193.24,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,189.43,189.43,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,126.37,126.37,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,181.11,181.11,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,173.69,173.69,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,219.33,219.33,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,223.37,223.37,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,99.51,0.0,256.57,4,Con retraso,5.9,3,No,No,2024,Alto
Persona natural,168.67,0.0,273.41,2,Con retraso,3.1,1,Si,Si,2024,Medio
Persona natural,221.43,221.43,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,195.66,0.0,427.58,1,Con retraso,2.3,2,Si,No,2024,Medio
Persona natural,269.86,269.86,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,228.33,228.33,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,124.22,124.22,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,104.82,104.82,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,224.91,224.91,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,95.57,95.57,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,213.01,0.0,531.66,3,Con retraso,4.9,1,No,No,2024,Alto
Persona natural,287.45,287.45,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,210.85,210.85,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,171.52,171.52,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,225.09,225.09,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,186.23,186.23,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,204.58,204.58,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,287.71,287.71,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,171.08,171.08,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,291.85,291.85,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,280.12,280.12,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,131.12,131.12,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,104.57,104.57,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,111.16,111.16,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,93.83,0.0,121.96,1,Con retraso,4.3,3,Si,No,2024,Medio
Persona natural,109.83,109.83,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,233.43,233.43,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,104.95,104.95,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,156.98,156.98,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,267.42,0.0,871.72,3,Nunca paga,20.6,5,Si,No,2024,Alto
Persona natural,94.89,94.89,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,261.04,261.04,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,149.19,149.19,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,114.81,114.81,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,236.31,236.31,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,222.08,222.08,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,274.27,274.27,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,244.36,244.36,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,258.73,258.73,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,149.23,0.0,502.23,4,Con retraso,4.2,1,Si,Si,2024,Alto
Persona natural,127.26,127.26,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,247.63,247.63,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,259.44,259.44,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,298.01,0.0,391.41,1,Con retraso,1.4,2,Si,No,2024,Medio
Persona natural,176.65,176.65,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,168.12,168.12,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,253.05,253.05,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,161.57,161.57,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,285.46,0.0,832.56,3,Nunca paga,15.8,2,No,No,2024,Alto
Persona natural,270.27,270.27,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,180.09,0.0,695.7,5,Con retraso,3.5,2,Si,No,2024,Alto
Persona natural,247.68,247.68,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,248.45,248.45,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,111.66,111.66,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,279.54,279.54,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,196.1,0.0,535.44,5,Con retraso,3.5,2,No,Si,2024,Alto
Persona natural,263.56,263.56,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,157.21,157.21,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,278.06,0.0,893.85,3,Nunca paga,17.8,2,No,No,2024,Alto
Persona natural,171.73,0.0,608.25,2,Con retraso,2.7,1,No,No,2024,Alto
Persona natural,92.28,92.28,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,280.13,280.13,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,109.17,0.0,174.97,1,Con retraso,1.8,2,Si,No,2024,Medio
Persona natural,157.06,157.06,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,289.51,289.51,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,289.63,289.63,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,210.42,210.42,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,222.69,222.69,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,184.17,184.17,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,151.57,151.57,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,159.02,159.02,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,231.23,231.23,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,248.0,248.0,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,256.23,0.0,1024.84,2,Nunca paga,7.1,3,Si,No,2024,Alto
Persona natural,255.82,0.0,530.45,5,Con retraso,3.9,2,No,No,2024,Alto
Persona natural,109.15,109.15,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,193.83,193.83,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,102.09,102.09,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,205.4,0.0,559.33,4,Con retraso,3.0,2,Si,No,2024,Alto
Persona natural,182.72,0.0,433.46,5,Con retraso,1.4,2,Si,Si,2024,Alto
Persona natural,276.42,276.42,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,163.69,163.69,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,114.58,114.58,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,120.03,120.03,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,249.92,249.92,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,219.83,219.83,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,111.24,111.24,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,107.66,0.0,201.37,5,Con retraso,5.4,2,Si,Si,2024,Alto
Persona natural,237.2,237.2,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,105.28,105.28,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,262.59,0.0,878.37,4,Nunca paga,12.2,5,No,No,2024,Alto
Persona natural,238.31,238.31,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,107.08,0.0,145.0,1,Con retraso,4.4,1,No,No,2024,Medio
Persona natural,107.82,107.82,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,297.19,297.19,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,168.6,168.6,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,167.83,167.83,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,260.69,260.69,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,288.92,288.92,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,297.06,297.06,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,248.21,248.21,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,169.01,0.0,312.2,2,Con retraso,5.3,1,Si,No,2024,Medio
Persona natural,107.54,107.54,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,253.2,253.2,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,207.26,207.26,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,179.09,179.09,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,280.33,280.33,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,113.35,0.0,366.89,4,Con retraso,5.4,2,Si,No,2024,Alto
Persona natural,193.45,193.45,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,92.38,92.38,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,188.42,188.42,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,101.82,101.82,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,114.95,114.95,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,114.68,114.68,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,226.33,226.33,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,246.67,246.67,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,212.51,212.51,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,292.06,0.0,874.37,1,Nunca paga,17.5,2,No,No,2024,Alto
Persona natural,168.72,168.72,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,150.0,150.0,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,272.41,0.0,577.88,2,Con retraso,2.8,1,No,No,2024,Alto
Persona natural,136.96,136.96,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,292.28,0.0,813.25,1,Nunca paga,23.4,2,No,No,2024,Alto
Persona natural,92.55,92.55,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,293.67,293.67,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,99.06,99.06,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,277.14,277.14,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,200.82,200.82,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,298.52,298.52,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,105.5,105.5,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,206.31,0.0,664.35,2,Con retraso,4.8,2,No,No,2024,Alto
Persona natural,293.55,0.0,1161.9,1,Nunca paga,19.9,3,No,No,2024,Alto
Persona natural,199.85,199.85,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,222.17,222.17,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,236.11,236.11,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,185.45,0.0,447.47,1,Con retraso,1.7,2,Si,Si,2024,Medio
Persona natural,221.79,0.0,663.76,5,Con retraso,4.9,1,Si,No,2024,Alto
Persona natural,212.71,212.71,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,279.24,279.24,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,99.54,99.54,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,149.0,149.0,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,289.59,289.59,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,276.96,0.0,989.69,3,Nunca paga,23.9,3,No,No,2024,Alto
Persona natural,185.69,185.69,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,220.23,220.23,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,148.25,148.25,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,129.51,129.51,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,187.38,187.38,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,164.2,0.0,250.72,1,Con retraso,3.0,2,Si,No,2024,Medio
Persona natural,212.57,212.57,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
Persona natural,106.32,106.32,0.0,0,Puntual,0.0,0,No,No,2025,Bajo
Persona natural,294.62,0.0,594.95,2,Con retraso,5.2,2,No,Si,2024,Alto
Persona natural,297.1,297.1,0.0,0,Puntual,0.0,0,No,No,2024,Bajo
